index	officeName	address	latitude	longitude	nearestBranch2	nrstBrDist2	nearestBranch1	nrstBrDist1	nearestBranch	nrstBrDist
362	성남가천대학교(취)	경기 성남시 수정구 성남대로 1342(복정동)	37.4525268	127.1326255	성남태평4동(취)	554	서울동부지방법원우체국	3627	성남태평2동(취)	726
363	성남고등동우체국	경기 성남시 수정구 대왕판교로982번길 2(고등동)	37.4277609	127.1024274	성남수진2동(취)	2410	성남가천대학교(취)	3842	성남야탑동우체국	3060
364	성남공단우체국	경기 성남시 중원구 둔촌대로 484(상대원동) 시콕스타워 B106	37.431225	127.1705826	성남상대원우체국	1386	성남가천대학교(취)	4120	성남하대원아파트(취)	1522
365	성남구미동우체국	경기 성남시 분당구 돌마로90번길 6-3 (구미동)	37.3493337	127.1115359	성남우편집중국	320	성남고등동우체국	8741	성남구미무지개(취)	1474
366	성남구미무지개(취)	"경기 성남시 분당구 구미로100 B03호(구미동, 굿모닝프라자)"	37.3382933	127.120772	용인죽전2동(취)	1087	성남구미동우체국	1474	경기광주태전(취)	11141
367	성남금광동우체국	경기 성남시 중원구 광명로 311(금광동)	37.444131	127.1604939	성남상대원우체국	536	성남공단우체국	1689	위례우체국	1492
368	성남금광래미안(취)	경기 성남시 중원구 황송로 77(금광동)	37.4491138	127.1708165	성남금동(취)	449	성남금광동우체국	1071	성남금동(취)	449
369	성남금동(취)	경기 성남시 중원구 금빛로100번길 2(금광동)	37.4505728	127.1661002	성남우체국	636	성남금광래미안(취)	449	성남금광동우체국	871
370	성남도촌동우체국	경기 성남시 중원구 도촌북로 30 (도촌동)	37.4168248	127.1532625	성남야탑목련(취)	1291	성남공단우체국	2219	성남야탑목련(취)	1291
371	성남분당우체국	경기 성남시 분당구 황새울로 347(서현동) 성남분당우체국	37.386837	127.123127	성남서현1동우체국	541	성남도촌동우체국	4272	성남서현1동우체국	541
372	성남상대원우체국	경기 성남시 중원구 희망로 377(상대원동)	37.4394727	127.1588735	성남하대원아파트(취)	1084	성남금광동우체국	536	성남금광동우체국	536
373	성남서현1동우체국	경기 성남시 분당구 중앙공원로39번길 31 (서현동)	37.3826946	127.1263357	성남수내동우체국	1303	성남분당우체국	541	성남수내동우체국	1303
374	성남서현2동우체국	경기 성남시 분당구 분당로263번길 49 (서현동)	37.372514	127.1409383	성남수내동우체국	1722	성남서현1동우체국	1721	성남수내동우체국	1722
375	성남수내동우체국	경기 성남시 분당구 내정로166번길 27 (수내동)	37.3715736	127.121602	성남한솔마을(취)	907	성남서현1동우체국	1303	성남구미무지개(취)	3694
376	성남수진2동(취)	경기 성남시 수정구 모란로 69(수진동)	37.439171	127.1255033	성남수진동우체국	647	성남가천대학교(취)	1611	성남태평2동(취)	1531
377	성남수진동우체국	경기 성남시 수정구 산성대로 97(수진동)	37.4397282	127.1327574	성남수진역(취)	704	성남수진2동(취)	647	성남수진2동(취)	647
378	성남수진역(취)	경기 성남시 수정구 탄리로 8 (신흥동)	37.4381397	127.1404249	성남중원(취)	863	성남수진동우체국	704	성남수진동우체국	704
379	성남야탑동우체국	경기 성남시 분당구 장미로86번길 17 (야탑동)	37.4120296	127.1307035	성남야탑목련(취)	1945	성남도촌동우체국	2075	성남서현2동우체국	4478
380	성남야탑목련(취)	경기 성남시 분당구 판교로 700 분당테크노파크 (야탑동)	37.4053354	127.1509295	성남탑마을(취)	1041	성남도촌동우체국	1291	성남탑마을(취)	1041
381	성남우체국	"우편,예금,보험 - 경기도 성남시 수정구 산성대로 305 2층, 우편물교부 - 경기도 성남시 수정구 산성대로 301"	37.4541227	127.1604842	위례우체국	1396	성남금동(취)	636	성남금동(취)	636
382	성남우편집중국	경기 성남시 분당구 성남대로 57 (구미동)	37.3464596	127.111221	용인죽전2동(취)	1344	성남구미동우체국	320	성남구미동우체국	320
383	성남운중동우체국	경기 성남시 분당구 운중로138번길 7-1 (운중동)	37.3908579	127.0786765	성남정자동우체국	3564	성남분당우체국	3977	성남한솔마을(취)	3848
384	성남정든마을(취)	"경기 성남시 분당구 불정로 119 109호(정자동, 한진상가)"	37.3623109	127.117664	성남한솔마을(취)	872	성남수내동우체국	1085	성남한솔마을(취)	872
385	성남정자동우체국	경기 성남시 분당구 정자일로198번길 6 (정자동)	37.3676699	127.1064121	성남한솔마을(취)	513	성남정든마을(취)	1163	성남한솔마을(취)	513
386	성남중원(취)	경기 성남시 중원구 제일로 45(성남동)	37.4311567	127.1361365	성남하대원아파트(취)	1541	성남수진역(취)	863	성남수진역(취)	863
387	성남탑마을(취)	"경기 성남시 분당구 판교로 437 206호(야탑동,숭문상가)"	37.4050091	127.162634	성남하대원아파트(취)	2967	성남야탑목련(취)	1041	성남야탑동우체국	2943
388	성남태평2동(취)	경기 성남시 수정구 남문로 111(태평동)	37.4480977	127.1386448	성남태평4동(취)	295	성남가천대학교(취)	726	성남야탑동우체국	4064
389	성남태평4동(취)	경기 성남시 수정구 수정로 211-1(태평동)	37.4507593	127.1384631	위례우체국	631	성남태평2동(취)	295	성남태평2동(취)	295
390	성남하대원아파트(취)	경기 성남시 중원구 둔촌대로 319(하대원동)	37.430718	127.1534654	위례우체국	2278	성남상대원우체국	1084	성남수진역(취)	1422
391	성남한솔마을(취)	"경기 성남시 분당구 느티로 67 104호(정자동, 수내상가)"	37.3687475	127.1120262	용인동천동우체국	3782	성남정자동우체국	513	성남수내동우체국	907
392	송전우체국	경기 용인시 처인구 이동읍 경기동로705번길 13-11 (이동읍 송전리)	37.1396318	127.198321	용인남사우체국	5083	서탄우체국	14935	용인남사우체국	5083
393	송탄우체국	평택시 탄현로 336 (지산동)	37.082015	127.0566963	제309군사우편출장소	497	서탄우체국	3438	제309군사우편출장소	497
394	수원곡반정동(취)	경기 수원시 권선구 동수원로 146번길 199(곡반정동)	37.2419434	127.0331119	수원매탄(취)	1539	동수원우체국	2815	수원권선동우체국	2179
395	수원광교동우체국	경기도 수원시 영통구 혜령로 8 (이의동)	37.2837643	127.0510063	아주대학교(취)	402	동수원우체국	2390	아주대학교(취)	402
396	수원교동우체국	경기 수원시 팔달구 행궁로 63 (팔달로3가)	37.2771644	127.0142444	수원화서동우체국	845	동수원우체국	2043	수원화서동우체국	845
397	수원구운동(취)	경기 수원시 권선구 일월천로15번길(구운동)	37.2842215	126.9724705	수원성균관대학교(취)	1108	경인지방우정청	2834	수원금곡(취)	2048
398	수원권선동우체국	경기 수원시 권선구 경수대로 382(권선동)	37.2603223	127.0244782	수원매탄(취)	1200	동수원우체국	1125	군포당정(취)	11963
399	수원금곡(취)	경기 수원시 권선구 금호로 59-15(금곡동)	37.2701665	126.9575378	수원성균관대학교(취)	3079	경인지방우정청	1753	수원권선동우체국	6050
400	수원매탄(취)	경기도 수원시 영통구 동수원로 294(매탄동)	37.2555313	127.0365816	수원매탄3동우체국	548	수원권선동우체국	1200	수원권선동우체국	1200
401	수원매탄1동우체국	경기도 수원시 영통구 중부대로 242(매탄동)	37.2747923	127.0422887	수원법원우체국	979	동수원우체국	1130	수원법원우체국	979
402	수원매탄2동우체국	경기도 수원시 영통구 매영로 93-20(매탄동)	37.2687265	127.0528601	수원법원우체국	852	수원매탄1동우체국	1156	수원매탄3동우체국	1682
403	수원매탄3동우체국	경기도 수원시 영통구 동탄원천로881번길 66(매탄동)	37.2559244	127.042726	수원신동(취)	999	수원매탄(취)	548	수원매탄(취)	548
404	수원법원우체국	경기도 수원시 영통구 월드컵로 120 (원천동)	37.2764094	127.0531146	아주대학교(취)	969	수원광교동우체국	837	수원매탄2동우체국	852
405	수원북문우체국	경기 수원시 장안구 수성로 360(영화동)	37.2931679	127.0114675	수원화서동우체국	1377	수원교동우체국	1793	수원송죽동(취)	1569
406	수원성균관대학교(취)	경기 수원시 장안구 서부로 2066 성균관대학교 수원캠퍼스(천천동)	37.2939246	126.9754224	수원율전동우체국	992	수원구운동(취)	1108	수원구운동(취)	1108
407	수원세류동우체국	경기 수원시 권선구 덕영대로 1084(세류동)	37.2540132	127.0102873	수원역전우체국	1834	수원권선동우체국	1442	수원권선동우체국	1442
408	수원송죽동(취)	경기 수원시 장안구 경수대로995번길 8(송죽동)	37.3052124	127.0022056	수원정자동(취)	803	수원북문우체국	1569	수원구운동(취)	3523
409	수원신동(취)	경기도 수원시 영통구 신원로 33 (신동)	37.2541685	127.0537503	수원영통동우체국	902	수원매탄3동우체국	999	수원매탄3동우체국	999
410	수원역전우체국	경기 수원시 팔달구 향교로 13 (매산로1가)	37.2685912	127.0005569	수원화서아파트(취)	1205	수원교동우체국	1544	수원화서동우체국	1517
411	수원영통동우체국	경기도 수원시 영통구 영통로214번길 1 (영통동)	37.2465538	127.0573048	수원우편집중국	1883	수원신동(취)	902	수원신동(취)	902
412	수원우만1동(취)	경기 수원시 팔달구 월드컵로 361 (우만1동)	37.2895199	127.0309268	수원지동우체국	1120	수원북문우체국	1776	수원지동우체국	1120
413	수원우체국	경기 수원시 장안구 천천로 94 (천천동)	37.3001793	126.9842396	수원율전동우체국	976	수원성균관대학교(취)	1047	수원성균관대학교(취)	1047
414	수원우편집중국	경기 수원시 영통구 청명남로 57(영통동)	37.2542466	127.0761933	용인보라(취)	2908	수원영통동우체국	1883	수원곡반정동(취)	4066
415	수원율전동우체국	경기 수원시 장안구 하률로 6(천천동)	37.302764	126.9737405	수원정자동(취)	2132	수원우체국	976	수원우체국	976
416	수원정자동(취)	경기 수원시 장안구 장안로 286-2(정자동)	37.2991354	126.9972891	수원화서동우체국	2122	수원송죽동(취)	803	수원송죽동(취)	803
417	수원지동우체국	경기 수원시 팔달구 경수대로 603 (지동)	37.2794412	127.0302497	아주대학교(취)	1509	수원우만1동(취)	1120	수원권선동우체국	2182
418	수원지법평택지원우체국	평택시 평남로 1036 (동삭동)	37.0102159	127.0967513	평택우체국	1831	송탄우체국	8727	평택우체국	1831
419	수원화서동우체국	경기 수원시 팔달구 고화로 135 (화서동)	37.2814464	127.0063772	수원화서아파트(취)	702	수원교동우체국	845	수원북문우체국	1377
420	수원화서아파트(취)	경기 수원시 팔달구 화양로 8 (화서동)	37.2793767	126.9989078	아주대학교(취)	4255	수원화서동우체국	702	수원화서동우체국	702
421	시흥금바위(취)	경기 시흥시 시흥대로 1074	37.431476	126.7949838	시흥은행동우체국	1459	부천소사로우체국	3911	부천소사로우체국	3911
422	시흥대야동우체국	경기 시흥시 호현로 58 (대야동)	37.4452661	126.7856858	시흥은행동우체국	1269	시흥금바위(취)	1739	시흥은행동우체국	1269
423	시흥우체국	경기 시흥시 공단1대로 241 (정왕동)	37.3362825	126.7286249	시흥정왕동상가(취)	1963	군자우체국	5073	부천소사로우체국	15746
424	시흥은행동우체국	경기 시흥시 은행로 146 (은행동)	37.4440316	126.7998804	인천서창동우체국	4394	시흥대야동우체국	1269	시흥금바위(취)	1459
425	시흥정왕동상가(취)	경기 시흥시 옥구상가3길 23-11(정왕동)	37.353222	126.7222509	시흥정왕동우체국	2493	시흥우체국	1963	시흥우체국	1963
426	시흥정왕동우체국	경기 시흥시 군서마을로 32 (정왕동)	37.3449661	126.7483349	안산공단(취)	3356	시흥우체국	1999	시흥우체국	1999
427	시흥하중2(취)	경기 시흥시 하중로 233 (하중동)	37.3910366	126.8064581	안산와동(취)	5854	시흥금바위(취)	4602	시흥금바위(취)	4602
428	신갈우체국	경기 용인시 기흥구 신갈로58번길 16-1 (신갈동)	37.2721881	127.1076625	용인보라(취)	2268	수원우편집중국	3434	용인구성우체국	2687
429	신산우체국	경기 양주시 남면 개나리길 41	37.8951344	126.9735688	은현우체국	4867	동두천지행동우체국	7020	제92군사우편출장소	6219
430	아주대학교(취)	경기도 수원시 영통구 월드컵로 206(원천동)	37.2833633	127.0465105	용인상현(취)	5095	수원광교동우체국	402	수원법원우체국	969
431	안산고잔1동우체국	경기 안산시 단원구 광덕2로 186 (고잔동)	37.3094521	126.8313415	안산삼일빌딩(취)	1119	군자우체국	5693	군자우체국	5693
432	안산고잔2동우체국	경기 안산시 단원구 예술대학로 74 (고잔동)	37.3235654	126.8375564	안산삼일빌딩(취)	736	안산고잔1동우체국	1660	안산고잔1동우체국	1660
433	안산공단(취)	"경기 안산시 단원구 지원로 107, 110호 (성곡동, 관리동)"	37.3147239	126.7477219	안산유통상가(취)	4104	시흥우체국	2933	시흥우체국	2933
434	안산본오동우체국	경기 안산시 상록구 각골로 53 (본오동)	37.2941638	126.8723034	안산신안(취)	640	안산고잔1동우체국	4017	안산삼일빌딩(취)	3871
435	안산사동(취)	"경기 안산시 상록구 감골2로 44, 102호 (사동, 선경중심상가)"	37.291855	126.8502621	안산신안(취)	1466	안산본오동우체국	1976	안산본오동우체국	1976
436	안산삼일빌딩(취)	"경기 안산시 단원구 중앙대로 927, 105호 (고잔동, 남양빌딩)"	37.3171184	126.8395178	안산원초(취)	1282	안산고잔2동우체국	736	안산고잔2동우체국	736
437	안산상록수우체국	경기 안산시 상록구 용신로 364 (본오동)	37.3014426	126.8623239	안산신안(취)	627	안산본오동우체국	1199	안산신안(취)	627
438	안산신안(취)	"경기 안산시 상록구 반석로 44, 185호 (본오동, 신안프라자)"	37.2964825	126.8657103	안산일동우체국	1502	안산상록수우체국	627	안산본오동우체국	640
439	안산와동(취)	경기 안산시 단원구 와동공원로 92	37.3397512	126.8218981	안산우체국	1340	안산고잔2동우체국	2272	안산고잔2동우체국	2272
440	안산우체국	경기 안산시 단원구 중앙대로 815 (고잔동)	37.327678	126.8221758	안산원초(취)	718	안산와동(취)	1340	안산와동(취)	1340
441	안산원초(취)	경기 안산시 단원구 화랑로 88 우성연립	37.3222564	126.8266022	안산초지동우체국	1664	안산우체국	718	안산우체국	718
442	안산유통상가(취)	경기 안산시 단원구 풍전로 37-9 316동 116호	37.3234059	126.7925919	안산초지동우체국	2655	군자우체국	2456	군자우체국	2456
443	안산이동우체국	경기 안산시 상록구 중보로 41 (이동)	37.3071313	126.8515309	안산일동우체국	1548	안산상록수우체국	1148	안산상록수우체국	1148
444	안산일동우체국	경기도 안산시 상록구 성호로1길 12-2 안산일동우체국	37.3098142	126.8686263	안산초지동우체국	4603	안산상록수우체국	1084	안산상록수우체국	1084
445	안산초지동우체국	경기도 안산시 단원구 초지동로 65 안산초지동우체국	37.3094522	126.8168535	인천한화지구우체국	12104	안산고잔1동우체국	1288	안산고잔1동우체국	1288
446	안성공단(취)	경기 안성시 미양면 안성맞춤대로 685 (계륵리)	36.9801543	127.2563074	안성우체국	3212	보개우체국	3965	수원우편집중국	34376
447	안성삼죽(취)	"경기 안성시 삼죽면 삼백로5, (삼죽농협)"	37.0743293	127.3751037	원삼우체국	11728	백암우체국	10051	보개우체국	10938
448	안성서운(취)	경기 안성시 서운면 솔뫼로 241(신촌리)	36.9430027	127.2586663	안성우체국	7290	안성공단(취)	4128	안성공단(취)	4128
449	안성우체국	경기 안성시 아양로 12(석정동)	37.0086056	127.2629546	평택대학교(취)	11628	보개우체국	1841	보개우체국	1841
450	안양4동우체국	경기 안양시 만안구 병목안로 4(안양동)	37.399764	126.9197333	안양진흥(취)	521	서안양우체국	824	안양6동(취)	1971
451	안양6동(취)	"경기 안양시 만안구 만안로 35, 113-1호(안양동, 빌로채종합상가)"	37.3861969	126.934049	안양우편물류센터	1077	서안양우체국	1153	안양우편물류센터	1077
452	안양비산1동(취)	경기도 안양시 동안구 비산로 57 임곡휴먼시아상가 가동 102호 (비산동)	37.4015024	126.9316614	안양진흥(취)	608	서안양우체국	1052	안양진흥(취)	608
453	안양비산삼호(취)	경기 안양시 동안구 동안로 300 (비산동)	37.403535	126.9473121	안양우체국	1256	안양비산1동(취)	1409	안양지원출장소	1590
454	안양새마을(취)	경기 안양시 동안구 인덕원로8번길 4 (관양동)	37.4003541	126.973326	안양지원출장소	1029	안양비산삼호(취)	2339	안양지원출장소	1029
455	안양양지(취)	경기 안양시 만안구 양화로47번길 9 (안양동)	37.3975916	126.9125623	안양진흥(취)	1164	안양4동우체국	681	안양4동우체국	681
456	안양우체국	경기 안양시 동안구 평촌대로253번길 25(비산동)	37.3930666	126.9527054	안양우편집중국	587	안양비산삼호(취)	1256	안양우편집중국	587
457	안양우편물류센터	경기 안양시 동안구 시민대로 121	37.3885209	126.9458214	안양우편집중국	1238	안양우체국	793	안양비산삼호(취)	1671
458	안양우편집중국	경기 안양시 동안구 평촌대로 212 (관양동)	37.3918213	126.9591271	안양지원출장소	607	안양우체국	587	안양지원출장소	607
459	안양지원출장소	"경기 안양시 동안구 관평로212번길 70, 2층 (관양동,수원지방법원 안양지원)"	37.3964164	126.9628369	의왕내손(취)	1459	안양우편집중국	607	군포산본1동(취)	3358
460	안양진흥(취)	"경기 안양시 만안구 장내로 164,101(안양동, 청솔프라자)"	37.3990543	126.9255349	안양호계현대(취)	4075	안양4동우체국	521	안양4동우체국	521
461	안양호계3동(취)	경기 안양시 동안구 포도원로 12	37.3620724	126.9631901	안양호계현대(취)	1229	군포당정(취)	1395	군포당정(취)	1395
462	안양호계현대(취)	"경기도 안양시 동안구 엘에스로 76, 안양디오밸리 151호(호계1동)"	37.3698917	126.9533941	의왕내손동우체국	2267	군포금정동우체국	1006	군포금정동우체국	1006
463	안중우체국	경기 평택시 안중읍 안중로99번길 17-2	36.9902154	126.9272605	평택현화우체국	853	수원지법평택지원우체국	15231	원곡우체국	18741
464	양곡우체국	경기 김포시 양촌읍 양곡로 540 (양곡리 417-1)	37.6550504	126.6232631	통진우체국	4428	김포대곶우체국	3648	김포대곶우체국	3648
465	양도우체국	인천광역시 강화군 양도면 강화남로 711-1	37.6635346	126.4207733	온수우체국	6832	선원우체국	7878	온수우체국	6832
466	양동우체국	경기 양평군 양동면 학둔지아래길 83	37.4196242	127.7538543	여주오학(취)	15495	북내우체국	12043	단월우체국	14417
467	양주1동우체국	경기 양주시 평화로 1009 (남방동)	37.7815652	127.0452902	의정부가능동우체국	3848	백석우체국	4727	백석우체국	4727
468	양주덕계리(취)	경기 양주시 평화로 1445 (덕계동)	37.815249	127.0610798	양주덕정동우체국	3224	양주1동우체국	3993	양주덕정동우체국	3224
469	양주덕정동우체국	경기 양주시 덕정길 29	37.8442063	127.0640168	은현우체국	5059	양주덕계리(취)	3224	동두천지행동우체국	5573
470	양주장흥우체국	경기 양주시 장흥면 호국로 168	37.7159277	126.9400177	의정부가능동우체국	9105	고양본동우체국	3659	고양본동우체국	3659
471	양평양서우체국	경기 양평군 양서면 양수로152번길 26	37.5460161	127.3176077	퇴촌우체국	8418	경기조안우체국	2102	경기조안우체국	2102
472	양평우체국	경기 양평군 양평읍 해오름길 15	37.4888296	127.4904137	여주상품(취)	10372	강상우체국	840	강상우체국	840
473	양평청운우체국	경기 양평군 청운면 용두로 152	37.5549533	127.7097975	이포우체국	23832	단월우체국	4026	단월우체국	4026
474	여의도우체국	서울특별시 영등포구 여의대로 66(여의도동)	37.5245007	126.9237057	용산전자단지우체국	3649	서울전경련(취)	432	서울전경련(취)	432
475	여주상품(취)	경기 여주시 산북면 상품로 113	37.4033349	127.4432674	이포우체국	8192	백사우체국	8286	이포우체국	8192
476	여주오학(취)	경기 여주시 도예로 94	37.3107192	127.6447784	여주하리(취)	1736	북내우체국	3721	강천우체국	7695
477	여주우체국	경기 여주시 세종로 100	37.2894402	127.6340355	여주하리(취)	1098	여주오학(취)	2547	여주오학(취)	2547
478	여주하리(취)	경기 여주시 청심로 102	37.2991494	127.6316265	여주흥천(취)	8765	여주우체국	1098	여주우체국	1098
479	여주흥천(취)	경기도 여주시 흥천면 부흥로 459	37.3319753	127.5419488	이포우체국	6754	백사우체국	4548	백사우체국	4548
480	연천우체국	경기 연천군 연천읍 연천로 280 연천우체국	38.1018042	127.075278	전곡우체국	8600	동두천우체국	21058	동두천우체국	21058
481	연평우체국	인천광역시 옹진군 연평면 연평로137번길 13	37.6596184	125.7030844	인천공항우체국	69213	교동우체국	53168	교동우체국	53168
482	영종우체국	인천광역시 중구 운남로128번길 7(운남동)	37.4927709	126.535163	인천운서동우체국	4162	국제우편물류센터	6069	국제우편물류센터	6069
483	영흥우체국	인천광역시 옹진군 영흥면 영흥로 410	37.2530409	126.4701784	인천대학교(취)	19815	대부우체국	10206	대부우체국	10206
484	오산세교우체국	경기 오산시 문헌공로 37 (금암동 495-1)	37.178036	127.0566906	오산수청동(취)	1924	병점우체국	3812	오산수청동(취)	1924
485	오산수청동(취)	경기 오산시 내삼미로 3(수청동 73-2)	37.1630844	127.0676627	오산우체국	1573	오산세교우체국	1924	수원곡반정동(취)	9275
486	오산우체국	경기 오산시 성호대로 85 오산우체국	37.1491292	127.0708152	평택LG전자(취)	3271	오산수청동(취)	1573	오산수청동(취)	1573
487	오성우체국	평택시 오성면 숙성시장길 68	37.0082152	126.9853614	청북우체국	5968	안중우체국	5538	안중우체국	5538
488	온수우체국	인천광역시 강화군 길상면 삼랑성길 3-1	37.639921	126.4917497	통진우체국	11149	양도우체국	6832	김포대곶우체국	8169
489	용산전자단지우체국	서울시 용산구 청파로56 (한강로3가)	37.5254703	126.9647341	정부과천청사우체국	11090	서울용산우체국	932	서울공덕2동(취)	2623
490	용인구성우체국	경기 용인시 기흥구 마북로 39 (마북동)	37.2953256	127.1165894	용인상현(취)	3219	신갈우체국	2687	용인동백우체국	4005
491	용인남사우체국	경기 용인시 처인구 남사면 처인성로185번길 23 (남사면 봉무리)	37.1144375	127.1505631	평택LG전자(취)	5546	송전우체국	5083	오산우체국	8068
492	용인동백우체국	경기 용인시 기흥구 동백6로 39(중동)	37.2773384	127.155654	용인상하(취)	2970	용인구성우체국	4005	성남구미무지개(취)	7441
493	용인동천동우체국	경기 용인시 수지구 고기로45번길 62(동천동)	37.3385301	127.0923506	용인풍덕천리(취)	965	성남우편집중국	1894	성남우편집중국	1894
494	용인명지대학교(취)	경기 용인시 처인구 명지로 116 학생회관1층(남동)	37.2217282	127.1866568	용인역북(취)	1801	용인동백우체국	6759	용인역북(취)	1801
495	용인보라(취)	경기 용인시 기흥구 한보라1로 42-6(보라동)	37.2517695	127.1087589	용인상하(취)	3690	신갈우체국	2268	신갈우체국	2268
496	용인상하(취)	경기 용인시 기흥구 중부대로 814(상하동)	37.2509239	127.1502597	용인우체국	2877	용인동백우체국	2970	용인동백우체국	2970
497	용인상현(취)	경기 용인시 수지구 만현로 17(상현동)	37.3141493	127.0890292	용인수지우체국	1044	용인동천동우체국	2721	용인동천동우체국	2721
498	용인수지우체국	경기 용인시 수지구 문정로 3(풍덕천동)	37.3211906	127.0968207	용인풍덕천리(취)	1210	용인상현(취)	1044	용인상현(취)	1044
499	용인역북(취)	경기 용인시 처인구 금령로13번길 4(김량장동)	37.2351786	127.1980001	제505군사우편출장소	491	용인명지대학교(취)	1801	용인중앙동	864
500	용인우체국	경기 용인시 처인구 중부대로1161번길 73(삼가동) 용인우체국	37.2419621	127.1806319	제505군사우편출장소	1644	용인역북(취)	1717	용인역북(취)	1717
501	용인전대리(취)	경기 용인시 처인구 포곡읍 석성로 1117 (포곡읍 영문리)	37.2783004	127.2179091	제505군사우편출장소	4621	용인역북(취)	5102	용인중앙동	4793
502	용인죽전2동(취)	경기 용인시 수지구 용구대로2790번길 6 (죽전동)	37.3344176	127.1095382	용인풍덕천리(취)	944	성남구미무지개(취)	1087	용인풍덕천리(취)	944
503	용인중앙동	경기 용인시 처인구 금령로 101(김량장동)	37.2358898	127.2076815	제505군사우편출장소	881	용인역북(취)	864	용인상하(취)	5370
504	용인풍덕천리(취)	경기 용인시 수지구 문인로31번길 11-1 (풍덕천동)	37.3319042	127.0993849	의왕우체국	11478	용인죽전2동(취)	944	용인동천동우체국	965
505	용인한국외국어대학교(취)	경기 용인시 처인구 모현읍 외대로 81 학생회관1층 (모현읍 왕산리)	37.3383892	127.2694874	제505군사우편출장소	12638	모현우체국	1744	모현우체국	1744
506	운수우체국	경기 남양주시 수동면 비룡로 720	37.7205337	127.3076994	청평우체국	10233	마석우체국	7619	남양주우체국	10172
507	원곡우체국	경기 안성시 원곡면 가천중앙1길 38(외가천리)	37.0386291	127.1292123	평택대학교(취)	4853	수원지법평택지원우체국	4274	안성우체국	12348
508	원삼우체국	경기 용인시 처인구 원삼면 고당로16번길 17 (원삼면 고당리)	37.1663858	127.3103041	제505군사우편출장소	12808	백암우체국	5612	백암우체국	5612
509	위례우체국	경기 성남시 수정구 위례동로147 2층	37.450246	127.14554	하남우체국	5564	성남태평4동(취)	631	성남태평4동(취)	631
510	율면우체국	경기 이천시 율면 고당로 110	37.0924937	127.5452232	장호원우체국	7902	안성삼죽(취)	15258	이천모가(취)	10353
511	은현우체국	경기 양주시 은현면 은현로 73-36	37.875313	127.0224112	제92군사우편출장소	3524	동두천지행동우체국	3356	동두천지행동우체국	3356
512	의왕내손(취)	경기 의왕시 민백길 9 (내손동)	37.3863286	126.9733671	의왕내손동우체국	634	안양우편집중국	1405	안양우편집중국	1405
513	의왕내손동우체국	경기 의왕시 복지로 14(내손동)	37.3807578	126.9749866	의왕우체국	3269	의왕내손(취)	634	의왕내손(취)	634
514	의왕우체국	경기 의왕시 효행로 45(오전동)	37.3513613	126.9725815	정부과천청사우체국	8444	안양호계3동(취)	1452	안양호계3동(취)	1452
515	의정부1동우체국	경기 의정부시 호국로 1318 (의정부동)	37.7375763	127.0501442	의정부3동우체국	336	양주1동우체국	4900	의정부3동우체국	336
516	의정부2동우체국	경기 의정부시 시민로 35 (의정부동)	37.7385174	127.0390804	의정부3동우체국	921	의정부1동우체국	989	의정부신곡1동우체국	1798
517	의정부3동우체국	경기 의정부시 평화로 482 (의정부동)	37.7348862	127.0483974	의정부신곡1동우체국	877	의정부1동우체국	336	의정부신곡1동우체국	877
518	의정부가능동우체국	경기 의정부시 의정로 169 (가능동)	37.7480261	127.0342688	의정부우체국	2652	의정부2동우체국	1138	의정부2동우체국	1138
519	의정부민락동우체국	경기 의정부시 용현로159번길 14-10 (민락동)	37.7409646	127.0943916	의정부용현동(취)	927	의정부1동우체국	3951	의정부우편집중국	1235
520	의정부신곡1동우체국	경기 의정부시 발곡로 21 (신곡동)	37.7313621	127.0572278	의정부우체국	1808	의정부3동우체국	877	양주1동우체국	5671
521	의정부용현동(취)	경기 의정부시 충의로57번길 30 (용현동)	37.7364189	127.0856339	의정부우편집중국	1085	의정부민락동우체국	927	의정부민락동우체국	927
522	의정부우체국	경기 의정부시 추동로 88 (신곡동)	37.7467122	127.0640569	의정부우편집중국	1582	의정부1동우체국	1599	의정부우편집중국	1582
523	의정부우편집중국	경기 의정부시 산단로98번길 65 (용현동) 의정부우편집중국	37.7457092	127.0818154	진접우체국	10061	의정부용현동(취)	1085	의정부신곡1동우체국	2704
524	이천모가(취)	경기 이천시 모가면 진상미로 1272-5	37.1696861	127.4798358	이천우체국	12211	백암우체국	9477	가남우체국	6808
525	이천우체국	경기 이천시 경충대로 2610 (중리동)	37.2757016	127.4430393	이천증포동(취)	1771	백사우체국	8298	가남우체국	12238
526	이천증포동(취)	이천시 증신로 156번길 5	37.289897	127.4521615	이포우체국	13537	이천우체국	1771	이천우체국	1771
527	이포우체국	경기 여주시 금사면 이포로 36	37.392542	127.5344237	퇴촌우체국	22081	개군우체국	3703	개군우체국	3703
528	인천가좌2동우체국	인천광역시 서구 원적로96번길 27 (가좌동)	37.4934307	126.685091	인천공단우체국	1737	부평현대아파트우체국	2186	인천공단우체국	1737
529	인천간석동우체국	인천광역시 남동구 용천로 145(간석동)	37.4625604	126.7142874	인천백운(취)	1371	남인천우체국	1604	남인천우체국	1604
530	인천계산동우체국	인천 계양구 경명대로 1053 (계산동)	37.5437109	126.7239901	인천임학동(취)	901	서인천우체국	3690	부천테크노파크(취)	4516
531	인천계양1동우체국	인천 계양구 장기로 4 (장기동)	37.5768271	126.7359913	인천임학동(취)	3571	김포풍무동(취)	3416	김포풍무동(취)	3416
